1,1,1,1.0,441,12
2,2,2,1.0,1199,12
3,3,3,1.0,4689,12
4,2,2,1.0,2616,12
5,3,3,1.0,2449,12
6,1,1,1.0,283,12
平均,2.0,2.0,1.0,1946.1666666666667,12.0
总时间,12.0,12.0,1.0,4689,12
