1,1,1,1.0,276,13
2,2,2,1.0,276,13
3,3,3,1.0,364,13
4,2,2,1.0,1220,13
5,3,3,1.0,1220,13
6,1,1,1.0,240,13
平均,2.0,2.0,1.0,599.3333333333334,13.0
总时间,12.0,12.0,1.0,1220,13
