1,1,1,1.0,28,13
2,2,2,1.0,89,17
3,3,3,1.0,89,13
4,2,2,1.0,80,19
5,3,3,1.0,82,17
6,1,1,1.0,36,13
平均,2.0,2.0,1.0,67.33333333333333,15.333333333333334
总时间,12.0,12.0,1.0,89,19
