1,6,6,1.0,1961,12
2,7,7,1.0,3489,12
3,6,6,1.0,1470,12
4,3,3,1.0,949,12
5,6,6,1.0,2911,12
6,7,7,1.0,1434,12
7,6,6,1.0,1750,12
8,1,1,1.0,1329,12
9,7,7,1.0,1961,12
10,5,5,1.0,1287,12
平均,5.4,5.4,1.0,1854.1,12.0
总时间,54.0,54.0,1.0,3489,12
