1,6,6,1.0,1088,13
2,7,7,1.0,658,13
3,6,6,1.0,750,13
4,3,3,1.0,316,13
5,6,6,1.0,1060,13
6,7,7,1.0,1878,13
7,6,6,1.0,1878,13
8,1,1,1.0,247,13
9,7,7,1.0,1088,13
10,5,5,1.0,380,13
平均,5.4,5.4,1.0,934.3,13.0
总时间,54.0,54.0,1.0,1878,13
