1,6,6,1.0,2758,0
2,7,7,1.0,5248,0
3,6,6,1.0,2683,0
4,3,3,1.0,2131,0
5,6,6,1.0,2088,0
6,7,7,1.0,8374,0
7,6,6,1.0,2190,0
8,1,1,1.0,4513,0
9,7,7,1.0,6377,0
10,5,5,1.0,6955,0
平均,5.4,5.4,1.0,4331.7,0.0
总时间,54.0,54.0,1.0,8374,0
