1,6,6,1.0,97,23
2,7,7,1.0,192,13
3,6,6,1.0,181,23
4,3,3,1.0,109,13
5,6,6,1.0,192,29
6,7,7,1.0,181,17
7,6,6,1.0,82,29
8,1,1,1.0,111,17
9,7,7,1.0,174,19
10,5,5,1.0,176,31
平均,5.4,5.4,1.0,149.5,21.4
总时间,54.0,54.0,1.0,192,31
