1,6,6,1.0,206,13
2,7,7,1.0,206,17
3,6,6,1.0,96,19
4,3,3,1.0,73,23
5,6,6,1.0,261,29
6,7,7,1.0,174,31
7,6,6,1.0,232,37
8,1,1,1.0,73,41
9,7,7,1.0,261,43
10,5,5,1.0,174,47
平均,5.4,5.4,1.0,175.6,30.0
总时间,54.0,54.0,1.0,261,47
